statenme,year,milex,milper,irst,pec,tpop,upop,upopgrowth,cinc
United States of America,1906,43602,112,23774,419190,85450,17600,,0.2182787
United States of America,1906,43602,112,23774,419190,85450,17600,,0.2182787
United States of America,1906,43602,112,23774,419190,85450,17600,,0.2182787
United States of America,1907,58725,108,23737,487862,87008,18239,,0.22773
United States of America,1907,58725,108,23737,487862,87008,18239,,0.22773
United States of America,1907,58725,108,23737,487862,87008,18239,,0.22773
United States of America,1907,58725,108,23737,487862,87008,18239,,0.22773
United States of America,1907,58725,108,23737,487862,87008,18239,,0.22773
United States of America,1908,54189,129,14248,432351,88710,18902,,0.2031882
United States of America,1908,54189,129,14248,432351,88710,18902,,0.2031882
United States of America,1908,54189,129,14248,432351,88710,18902,,0.2031882
United States of America,1908,54189,129,14248,432351,88710,18902,,0.2031882
United States of America,1908,54189,129,14248,432351,88710,18902,,0.2031882
United States of America,1909,56177,142,24339,478835,90490,19589,,0.225192
United States of America,1909,56177,142,24339,478835,90490,19589,,0.225192
United States of America,1909,56177,142,24339,478835,90490,19589,,0.225192
United States of America,1909,56177,142,24339,478835,90490,19589,,0.225192
United States of America,1909,56177,142,24339,478835,90490,19589,,0.225192
United States of America,1910,55880,139,26512,523027,92407,20302,,0.2264824
United States of America,1910,55880,139,26512,523027,92407,20302,,0.2264824
United States of America,1910,55880,139,26512,523027,92407,20302,,0.2264824
United States of America,1910,55880,139,26512,523027,92407,20302,,0.2264824
United States of America,1910,55880,139,26512,523027,92407,20302,,0.2264824
United States of America,1911,57157,145,24056,521004,93863,21039,,0.2162054
United States of America,1911,57157,145,24056,521004,93863,21039,,0.2162054
United States of America,1911,57157,145,24056,521004,93863,21039,,0.2162054
United States of America,1911,57157,145,24056,521004,93863,21039,,0.2162054
United States of America,1911,57157,145,24056,521004,93863,21039,,0.2162054
United States of America,1912,58992,153,31753,557076,95335,21804,,0.2248157
United States of America,1912,58992,153,31753,557076,95335,21804,,0.2248157
United States of America,1912,58992,153,31753,557076,95335,21804,,0.2248157
United States of America,1912,58992,153,31753,557076,95335,21804,,0.2248157
United States of America,1912,58992,153,31753,557076,95335,21804,,0.2248157
United States of America,1913,62825,155,31803,600107,97225,22596,,0.2199113
United States of America,1913,62825,155,31803,600107,97225,22596,,0.2199113
United States of America,1913,62825,155,31803,600107,97225,22596,,0.2199113
United States of America,1913,62825,155,31803,600107,97225,22596,,0.2199113
United States of America,1913,62825,155,31803,600107,97225,22596,,0.2199113
United States of America,1914,253205,166,23890,556778,99111,23340,,0.2063641
United States of America,1914,253205,166,23890,556778,99111,23340,,0.2063641
United States of America,1914,253205,166,23890,556778,99111,23340,,0.2063641
United States of America,1914,253205,166,23890,556778,99111,23340,,0.2063641
United States of America,1914,253205,166,23890,556778,99111,23340,,0.2063641
United States of America,1915,257648,174,32667,580731,100546,24008,,0.2220827
United States of America,1915,257648,174,32667,580731,100546,24008,,0.2220827
United States of America,1915,257648,174,32667,580731,100546,24008,,0.2220827
United States of America,1915,257648,174,32667,580731,100546,24008,,0.2220827
United States of America,1915,257648,174,32667,580731,100546,24008,,0.2220827
United States of America,1916,277421,179,43460,646120,101961,24688,,0.232936
United States of America,1916,277421,179,43460,646120,101961,24688,,0.232936
United States of America,1916,277421,179,43460,646120,101961,24688,,0.232936
United States of America,1916,277421,179,43460,646120,101961,24688,,0.232936
United States of America,1916,277421,179,43460,646120,101961,24688,,0.232936
United States of America,1917,658584,644,45784,710959,103268,25310,,0.2440282
United States of America,1917,658584,644,45784,710959,103268,25310,,0.2440282
United States of America,1917,658584,644,45784,710959,103268,25310,,0.2440282
United States of America,1917,658584,644,45784,710959,103268,25310,,0.2440282
United States of America,1917,658584,644,45784,710959,103268,25310,,0.2440282
United States of America,1918,7014226,2897,45176,743925,103208,26020,,0.2948715
United States of America,1918,7014226,2897,45176,743925,103208,26020,,0.2948715
United States of America,1918,7014226,2897,45176,743925,103208,26020,,0.2948715
United States of America,1918,7014226,2897,45176,743925,103208,26020,,0.2948715
United States of America,1918,7014226,2897,45176,743925,103208,26020,,0.2948715
United States of America,1919,11217796,1173,35228,648393,104514,26723,,0.3812833
United States of America,1919,11217796,1173,35228,648393,104514,26723,,0.3812833
United States of America,1919,11217796,1173,35228,648393,104514,26723,,0.3812833
United States of America,1919,11217796,1173,35228,648393,104514,26723,,0.3812833
United States of America,1919,11217796,1173,35228,648393,104514,26723,,0.3812833
United States of America,1920,1657118,343,42809,743808,106461,27428,,0.2895664
United States of America,1920,1657118,343,42809,743808,106461,27428,,0.2895664
United States of America,1920,1657118,343,42809,743808,106461,27428,,0.2895664
United States of America,1920,1657118,343,42809,743808,106461,27428,,0.2895664
United States of America,1920,1657118,343,42809,743808,106461,27428,,0.2895664
United States of America,1921,1116342,387,20101,622541,108538,28210,,0.2532295
United States of America,1921,1116342,387,20101,622541,108538,28210,,0.2532295
United States of America,1921,1116342,387,20101,622541,108538,28210,,0.2532295
United States of America,1921,1116342,387,20101,622541,108538,28210,,0.2532295
United States of America,1921,1116342,387,20101,622541,108538,28210,,0.2532295
United States of America,1922,860853,270,36173,641311,110049,29013,,0.2555951
United States of America,1922,860853,270,36173,641311,110049,29013,,0.2555951
United States of America,1922,860853,270,36173,641311,110049,29013,,0.2555951
United States of America,1922,860853,270,36173,641311,110049,29013,,0.2555951
United States of America,1922,860853,270,36173,641311,110049,29013,,0.2555951
United States of America,1923,678256,247,45665,834889,111947,29840,,0.2720777
United States of America,1923,678256,247,45665,834889,111947,29840,,0.2720777
United States of America,1923,678256,247,45665,834889,111947,29840,,0.2720777
United States of America,1923,678256,247,45665,834889,111947,29840,,0.2720777
United States of America,1923,678256,247,45665,834889,111947,29840,,0.2720777
United States of America,1924,570142,261,38540,762070,114109,30690,,0.253591
United States of America,1924,570142,261,38540,762070,114109,30690,,0.253591
United States of America,1924,570142,261,38540,762070,114109,30690,,0.253591
United States of America,1924,570142,261,38540,762070,114109,30690,,0.253591
United States of America,1924,570142,261,38540,762070,114109,30690,,0.253591
United States of America,1925,589706,252,46122,790029,115829,31565,,0.2540457
United States of America,1925,589706,252,46122,790029,115829,31565,,0.2540457
United States of America,1925,589706,252,46122,790029,115829,31565,,0.2540457
United States of America,1925,589706,252,46122,790029,115829,31565,,0.2540457
United States of America,1925,589706,252,46122,790029,115829,31565,,0.2540457
United States of America,1926,558004,247,49069,852304,117397,32464,,0.2632676
United States of America,1926,558004,247,49069,852304,117397,32464,,0.2632676
United States of America,1926,558004,247,49069,852304,117397,32464,,0.2632676
United States of America,1926,558004,247,49069,852304,117397,32464,,0.2632676
United States of America,1926,558004,247,49069,852304,117397,32464,,0.2632676
United States of America,1927,596501,249,45656,842978,119035,33389,,0.2386266
United States of America,1927,596501,249,45656,842978,119035,33389,,0.2386266
United States of America,1927,596501,249,45656,842978,119035,33389,,0.2386266
United States of America,1927,596501,249,45656,842978,119035,33389,,0.2386266
United States of America,1927,596501,249,45656,842978,119035,33389,,0.2386266
United States of America,1928,678100,251,52371,833446,120509,34340,,0.2400723
United States of America,1928,678100,251,52371,833446,120509,34340,,0.2400723
United States of America,1928,678100,251,52371,833446,120509,34340,,0.2400723
United States of America,1928,678100,251,52371,833446,120509,34340,,0.2400723
United States of America,1928,678100,251,52371,833446,120509,34340,,0.2400723
United States of America,1929,701300,255,57339,903141,121767,35318,,0.2397934
United States of America,1929,701300,255,57339,903141,121767,35318,,0.2397934
United States of America,1929,701300,255,57339,903141,121767,35318,,0.2397934
United States of America,1929,701300,255,57339,903141,121767,35318,,0.2397934
United States of America,1929,701300,255,57339,903141,121767,35318,,0.2397934
United States of America,1930,699200,256,41352,814891,123188,36326,,0.2281101
United States of America,1930,699200,256,41352,814891,123188,36326,,0.2281101
United States of America,1930,699200,256,41352,814891,123188,36326,,0.2281101
United States of America,1930,699200,256,41352,814891,123188,36326,,0.2281101
United States of America,1930,699200,256,41352,814891,123188,36326,,0.2281101
United States of America,1931,698900,253,26363,709367,124149,36360,,0.2160157
United States of America,1931,698900,253,26363,709367,124149,36360,,0.2160157
United States of America,1931,698900,253,26363,709367,124149,36360,,0.2160157
United States of America,1931,698900,253,26363,709367,124149,36360,,0.2160157
United States of America,1931,698900,253,26363,709367,124149,36360,,0.2160157
United States of America,1932,641600,245,13901,612400,124949,36424,,0.197177
United States of America,1932,641600,245,13901,612400,124949,36424,,0.197177
United States of America,1932,641600,245,13901,612400,124949,36424,,0.197177
United States of America,1932,641600,245,13901,612400,124949,36424,,0.197177
United States of America,1932,641600,245,13901,612400,124949,36424,,0.197177
United States of America,1933,570400,244,23605,649968,125690,36518,,0.2051403
United States of America,1933,570400,244,23605,649968,125690,36518,,0.2051403
United States of America,1933,570400,244,23605,649968,125690,36518,,0.2051403
United States of America,1933,570400,244,23605,649968,125690,36518,,0.2051403
United States of America,1933,570400,244,23605,649968,125690,36518,,0.2051403
United States of America,1934,803100,247,26474,689998,126485,36644,,0.1974428
United States of America,1934,803100,247,26474,689998,126485,36644,,0.1974428
United States of America,1934,803100,247,26474,689998,126485,36644,,0.1974428
United States of America,1934,803100,247,26474,689998,126485,36644,,0.1974428
United States of America,1934,803100,247,26474,689998,126485,36644,,0.1974428
United States of America,1935,806400,252,34640,721900,127362,36843,,0.1932461
United States of America,1935,806400,252,34640,721900,127362,36843,,0.1932461
United States of America,1935,806400,252,34640,721900,127362,36843,,0.1932461
United States of America,1935,806400,252,34640,721900,127362,36843,,0.1932461
United States of America,1935,806400,252,34640,721900,127362,36843,,0.1932461
United States of America,1936,932600,291,48534,825460,128181,36995,,0.2059848
United States of America,1936,932600,291,48534,825460,128181,36995,,0.2059848
United States of America,1936,932600,291,48534,825460,128181,36995,,0.2059848
United States of America,1936,932600,291,48534,825460,128181,36995,,0.2059848
United States of America,1936,932600,291,48534,825460,128181,36995,,0.2059848
United States of America,1937,1032900,312,51380,869666,128961,37229,,0.2008996
United States of America,1937,1032900,312,51380,869666,128961,37229,,0.2008996
United States of America,1937,1032900,312,51380,869666,128961,37229,,0.2008996
United States of America,1937,1032900,312,51380,869666,128961,37229,,0.2008996
United States of America,1937,1032900,312,51380,869666,128961,37229,,0.2008996
United States of America,1938,1131499,323,28805,751346,129969,37463,,0.1707712
United States of America,1938,1131499,323,28805,751346,129969,37463,,0.1707712
United States of America,1938,1131499,323,28805,751346,129969,37463,,0.1707712
United States of America,1938,1131499,323,28805,751346,129969,37463,,0.1707712
United States of America,1938,1131499,323,28805,751346,129969,37463,,0.1707712
United States of America,1939,980000,334,47898,829091,131028,37772,,0.1819711
United States of America,1939,980000,334,47898,829091,131028,37772,,0.1819711
United States of America,1939,980000,334,47898,829091,131028,37772,,0.1819711
United States of America,1939,980000,334,47898,829091,131028,37772,,0.1819711
United States of America,1939,980000,334,47898,829091,131028,37772,,0.1819711
United States of America,1940,1657000,458,60765,939812,132122,37988,,0.2019071
United States of America,1940,1657000,458,60765,939812,132122,37988,,0.2019071
United States of America,1940,1657000,458,60765,939812,132122,37988,,0.2019071
United States of America,1940,1657000,458,60765,939812,132122,37988,,0.2019071
United States of America,1940,1657000,458,60765,939812,132122,37988,,0.2019071
United States of America,1941,6301000,1801,75150,1031214,133402,38183,,0.2444945
United States of America,1941,6301000,1801,75150,1031214,133402,38183,,0.2444945
United States of America,1941,6301000,1801,75150,1031214,133402,38183,,0.2444945
United States of America,1941,6301000,1801,75150,1031214,133402,38183,,0.2444945
United States of America,1941,6301000,1801,75150,1031214,133402,38183,,0.2444945
United States of America,1942,26001000,3859,78047,1103469,134860,38377,,0.2854552
United States of America,1942,26001000,3859,78047,1103469,134860,38377,,0.2854552
United States of America,1942,26001000,3859,78047,1103469,134860,38377,,0.2854552
United States of America,1942,26001000,3859,78047,1103469,134860,38377,,0.2854552
United States of America,1942,26001000,3859,78047,1103469,134860,38377,,0.2854552
United States of America,1943,72109000,9045,80592,1169553,136739,38554,,0.3456322
United States of America,1943,72109000,9045,80592,1169553,136739,38554,,0.3456322
United States of America,1943,72109000,9045,80592,1169553,136739,38554,,0.3456322
United States of America,1943,72109000,9045,80592,1169553,136739,38554,,0.3456322
United States of America,1943,72109000,9045,80592,1169553,136739,38554,,0.3456322
United States of America,1944,87000000,11452,81322,1247643,138397,38898,,0.3506417
United States of America,1944,87000000,11452,81322,1247643,138397,38898,,0.3506417
United States of America,1944,87000000,11452,81322,1247643,138397,38898,,0.3506417
United States of America,1944,87000000,11452,81322,1247643,138397,38898,,0.3506417
United States of America,1944,87000000,11452,81322,1247643,138397,38898,,0.3506417
United States of America,1945,90000000,12123,72304,1219068,139928,39100,,0.3838635
United States of America,1945,90000000,12123,72304,1219068,139928,39100,,0.3838635
United States of America,1945,90000000,12123,72304,1219068,139928,39100,,0.3838635
United States of America,1945,90000000,12123,72304,1219068,139928,39100,,0.3838635
United States of America,1945,90000000,12123,72304,1219068,139928,39100,,0.3838635
United States of America,1946,45133984,3030,60421,1188144,141389,39725,,0.3639884
United States of America,1946,45133984,3030,60421,1188144,141389,39725,,0.3639884
United States of America,1946,45133984,3030,60421,1188144,141389,39725,,0.3639884
United States of America,1946,45133984,3030,60421,1188144,141389,39725,,0.3639884
United States of America,1946,45133984,3030,60421,1188144,141389,39725,,0.3639884
United States of America,1947,14315999,1583,77015,1315777,144126,40857,,0.3099419
United States of America,1947,14315999,1583,77015,1315777,144126,40857,,0.3099419
United States of America,1947,14315999,1583,77015,1315777,144126,40857,,0.3099419
United States of America,1947,14315999,1583,77015,1315777,144126,40857,,0.3099419
United States of America,1947,14315999,1583,77015,1315777,144126,40857,,0.3099419
United States of America,1948,10960998,1446,80413,1396394,147208,42019,,0.2946597
United States of America,1948,10960998,1446,80413,1396394,147208,42019,,0.2946597
United States of America,1948,10960998,1446,80413,1396394,147208,42019,,0.2946597
United States of America,1948,10960998,1446,80413,1396394,147208,42019,,0.2946597
United States of America,1948,10960998,1446,80413,1396394,147208,42019,,0.2946597
United States of America,1949,13503000,1615,70740,1199344,149767,43216,,0.2731664
United States of America,1949,13503000,1615,70740,1199344,149767,43216,,0.2731664
United States of America,1949,13503000,1615,70740,1199344,149767,43216,,0.2731664
United States of America,1949,13503000,1615,70740,1199344,149767,43216,,0.2731664
United States of America,1949,13503000,1615,70740,1199344,149767,43216,,0.2731664
United States of America,1950,14559000,1460,87848,1241836,152271,43964,2.53,0.284443
United States of America,1950,14559000,1460,87848,1241836,152271,43964,2.53,0.284443
United States of America,1950,14559000,1460,87848,1241836,152271,43964,2.53,0.284443
United States of America,1950,14559000,1460,87848,1241836,152271,43964,2.53,0.284443
United States of America,1950,14559000,1460,87848,1241836,152271,43964,2.53,0.284443
United States of America,1951,33398000,3249,95435,1325948,154878,44711,2.53,0.3194995
United States of America,1951,33398000,3249,95435,1325948,154878,44711,2.53,0.3194995
United States of America,1951,33398000,3249,95435,1325948,154878,44711,2.53,0.3194995
United States of America,1951,33398000,3249,95435,1325948,154878,44711,2.53,0.3194995
United States of America,1951,33398000,3249,95435,1325948,154878,44711,2.53,0.3194995
United States of America,1952,47852000,3636,84520,1309824,157553,45123,2.53,0.3113674
United States of America,1952,47852000,3636,84520,1309824,157553,45123,2.53,0.3113674
United States of America,1952,47852000,3636,84520,1309824,157553,45123,2.53,0.3113674
United States of America,1952,47852000,3636,84520,1309824,157553,45123,2.53,0.3113674
United States of America,1952,47852000,3636,84520,1309824,157553,45123,2.53,0.3113674
United States of America,1953,49621008,3555,101250,1347597,160184,46581,2.53,0.3111584
United States of America,1953,49621008,3555,101250,1347597,160184,46581,2.53,0.3111584
United States of America,1953,49621008,3555,101250,1347597,160184,46581,2.53,0.3111584
United States of America,1953,49621008,3555,101250,1347597,160184,46581,2.53,0.3111584
United States of America,1953,49621008,3555,101250,1347597,160184,46581,2.53,0.3111584
United States of America,1954,42786000,3302,80115,1302449,163026,47007,2.53,0.2809401
United States of America,1954,42786000,3302,80115,1302449,163026,47007,2.53,0.2809401
United States of America,1954,42786000,3302,80115,1302449,163026,47007,2.53,0.2809401
United States of America,1954,42786000,3302,80115,1302449,163026,47007,2.53,0.2809401
United States of America,1954,42786000,3302,80115,1302449,163026,47007,2.53,0.2809401
United States of America,1955,40518000,2935,106173,1415958,165931,47688,2.52,0.2664225
United States of America,1955,40518000,2935,106173,1415958,165931,47688,2.52,0.2664225
United States of America,1955,40518000,2935,106173,1415958,165931,47688,2.52,0.2664225
United States of America,1955,40518000,2935,106173,1415958,165931,47688,2.52,0.2664225
United States of America,1955,40518000,2935,106173,1415958,165931,47688,2.52,0.2664225
United States of America,1956,41773008,2806,104522,1492506,168903,48389,2.52,0.2606138
United States of America,1956,41773008,2806,104522,1492506,168903,48389,2.52,0.2606138
United States of America,1956,41773008,2806,104522,1492506,168903,48389,2.52,0.2606138
United States of America,1956,41773008,2806,104522,1492506,168903,48389,2.52,0.2606138
United States of America,1956,41773008,2806,104522,1492506,168903,48389,2.52,0.2606138
United States of America,1957,44548000,2796,102253,1494767,171984,49087,2.52,0.2550486
United States of America,1957,44548000,2796,102253,1494767,171984,49087,2.52,0.2550486
United States of America,1957,44548000,2796,102253,1494767,171984,49087,2.52,0.2550486
United States of America,1957,44548000,2796,102253,1494767,171984,49087,2.52,0.2550486
United States of America,1957,44548000,2796,102253,1494767,171984,49087,2.52,0.2550486
United States of America,1958,45503008,2411,77342,1437859,174882,49733,2.52,0.23447
United States of America,1958,45503008,2411,77342,1437859,174882,49733,2.52,0.23447
United States of America,1958,45503008,2411,77342,1437859,174882,49733,2.52,0.23447
United States of America,1958,45503008,2411,77342,1437859,174882,49733,2.52,0.23447
United States of America,1958,45503008,2411,77342,1437859,174882,49733,2.52,0.23447
