OID,Country or Area,Year,Description,Magnitude,Value
91161...ZF...,ARMENIA,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,25.5117
19361A..ZF...,AUSTRALIA,2000,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,6.18125
19361...ZF...,AUSTRALIA,2000,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,6.26
12261...ZF...,AUSTRIA,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.55667
12461...ZF...,BELGIUM,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.5925
91861...ZF...,BULGARIA,2000,GOVERNMENT BOND YEILD,PERCENT PER ANNU,7.37583
15661A..ZF...,CANADA,2000,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,5.99
15661...ZF...,CANADA,2000,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.88583
93561...ZF...,CZECH REPUBLIC,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.38
12861A..ZF...,DENMARK,2000,MORTGAGE BOND YIELD,PERCENT PER ANNU,7.05596
12861...ZF...,DENMARK,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.64167
93961...ZF...,ESTONIA,2000,LONG-TERM LOAN RATE,PERCENT PER ANNU,10.4833
16361...ZF...,EURO AREA,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.43887
81961...ZF...,FIJI,2000,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,5.56567
17261...ZF...,FINLAND,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.48333
13261...ZF...,FRANCE,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.39417
13461...ZF...,GERMANY,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.26333
17461...ZF...,GREECE,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.1
26861...ZF...,HONDURAS,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,14.7867
17661...ZF...,ICELAND,2000,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.34917
17861...ZF...,IRELAND,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.5125
13661B..ZF...,ITALY,2000,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,5.28592
13661...ZF...,ITALY,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.57583
15861...ZF...,JAPAN,2000,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.7475
54261...ZF...,"KOREA, REPUBLIC OF",2000,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,8.5025
13761...ZF...,LUXEMBOURG,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.51833
54861...ZF...,MALAYSIA,2000,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,5.10683
27361...ZF...,MEXICO,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.8092
68661A..ZF...,MOROCCO,2000,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,6.14833
68661...ZF...,MOROCCO,2000,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,6.9875
51861...ZF...,MYANMAR,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.8058
55861...ZF...,NEPAL,2000,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,8.5
13861...ZF...,NETHERLANDS,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.40417
35361...ZF...,NETHERLANDS ANTILLES,2000,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.77083
19661...ZF...,NEW ZEALAND,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.8476
14261...ZF...,NORWAY,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.37917
56661...ZF...,PHILIPPINES,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.7673
18261...ZF...,PORTUGAL,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.595
86261...ZF...,SAMOA,2000,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2000,GOVERNMENT BOND RATE,PERCENT PER ANNU,8.22
93661...ZF...,SLOVAK REPUBLIC,2000,GOVT.BOND YIELD,PERCENT PER ANNU,8.34
81361...ZF...,SOLOMON ISLANDS,2000,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,6.95154
19961...ZF...,SOUTH AFRICA,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.7867
18461...ZF...,SPAIN,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.52583
14461...ZF...,SWEDEN,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.3675
14661...ZF...,SWITZERLAND,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.55
57861...ZF...,THAILAND,2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.58948
11261A..ZF...,UNITED KINGDOM,2000,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.79333
11261...ZF...,UNITED KINGDOM,2000,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.32667
11161A..ZF...,UNITED STATES,2000,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,6.21667
11161...ZF...,UNITED STATES,2000,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,6.02917
84661...ZF...,VANUATU,2000,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2000,GOVERNMENT BOND YIELD,PERCENT PER ANNU,21.0317
91161...ZF...,ARMENIA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,23.1503
19361A..ZF...,AUSTRALIA,2001,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.96875
19361...ZF...,AUSTRALIA,2001,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.63417
12261...ZF...,AUSTRIA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.07417
12461...ZF...,BELGIUM,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.13083
91861...ZF...,BULGARIA,2001,GOVERNMENT BOND YEILD,PERCENT PER ANNU,6.7025
15661A..ZF...,CANADA,2001,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.87917
15661...ZF...,CANADA,2001,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.7825
42361...ZF...,CYPRUS,2001,GOVT. BOND YIELD,PERCENT PER ANNU,7.625
93561...ZF...,CZECH REPUBLIC,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.43
12861...ZF...,DENMARK,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.07917
93961...ZF...,ESTONIA,2001,LONG-TERM LOAN RATE,PERCENT PER ANNU,10.1533
16361...ZF...,EURO AREA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.0273
81961...ZF...,FIJI,2001,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,4.7875
17261...ZF...,FINLAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.04333
13261...ZF...,FRANCE,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.93917
13461...ZF...,GERMANY,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7975
17461...ZF...,GREECE,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.30333
26861...ZF...,HONDURAS,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.275
94461...ZF...,HUNGARY,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.945
17661...ZF...,ICELAND,2001,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.32833
17861...ZF...,IRELAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.01167
13661B..ZF...,ITALY,2001,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,4.63924
13661...ZF...,ITALY,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.18917
15861...ZF...,JAPAN,2001,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.32958
54261...ZF...,"KOREA, REPUBLIC OF",2001,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,6.66083
94161...ZF...,LATVIA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.57333
94661...ZF...,LITHUANIA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.15333
13761...ZF...,LUXEMBOURG,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.85833
54861...ZF...,MALAYSIA,2001,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,3.53667
18161...ZF...,MALTA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.18833
27361...ZF...,MEXICO,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.28
68661A..ZF...,MOROCCO,2001,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,6.1875
68661...ZF...,MOROCCO,2001,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,7.1225
51861...ZF...,MYANMAR,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.3867
55861...ZF...,NEPAL,2001,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,8.5
13861...ZF...,NETHERLANDS,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.9575
35361...ZF...,NETHERLANDS ANTILLES,2001,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,9
19661...ZF...,NEW ZEALAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.12198
14261...ZF...,NORWAY,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.31
56661...ZF...,PHILIPPINES,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,13.3989
96461...ZF...,POLAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.6817
18261...ZF...,PORTUGAL,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.1575
86261...ZF...,SAMOA,2001,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2001,GOVERNMENT BOND RATE,PERCENT PER ANNU,8.13
93661...ZF...,SLOVAK REPUBLIC,2001,GOVT.BOND YIELD,PERCENT PER ANNU,8.0425
81361...ZF...,SOLOMON ISLANDS,2001,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,6.95154
19961...ZF...,SOUTH AFRICA,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.4067
18461...ZF...,SPAIN,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.11667
14461...ZF...,SWEDEN,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.1075
14661...ZF...,SWITZERLAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.56
57861...ZF...,THAILAND,2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.46491
11261A..ZF...,UNITED KINGDOM,2001,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,5.02667
11261...ZF...,UNITED KINGDOM,2001,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,5.00917
11161A..ZF...,UNITED STATES,2001,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,4.08083
11161...ZF...,UNITED STATES,2001,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,5.0175
84661...ZF...,VANUATU,2001,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2001,GOVERNMENT BOND YIELD,PERCENT PER ANNU,22.1167
91161...ZF...,ARMENIA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,17.442
19361A..ZF...,AUSTRALIA,2002,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.30292
19361...ZF...,AUSTRALIA,2002,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.82167
12261...ZF...,AUSTRIA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.96667
12461...ZF...,BELGIUM,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.98667
91861...ZF...,BULGARIA,2002,GOVERNMENT BOND YEILD,PERCENT PER ANNU,6.74583
15661A..ZF...,CANADA,2002,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,4.4425
15661...ZF...,CANADA,2002,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.66167
42361...ZF...,CYPRUS,2002,GOVT. BOND YIELD,PERCENT PER ANNU,5.69667
93561...ZF...,CZECH REPUBLIC,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.15
12861A..ZF...,DENMARK,2002,MORTGAGE BOND YIELD,PERCENT PER ANNU,6.1325
12861...ZF...,DENMARK,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.05583
93961...ZF...,ESTONIA,2002,LONG-TERM LOAN RATE,PERCENT PER ANNU,8.41833
16361...ZF...,EURO AREA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.92291
81961...ZF...,FIJI,2002,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,4.27917
17261...ZF...,FINLAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.98083
13261...ZF...,FRANCE,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.86
13461...ZF...,GERMANY,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7825
17461...ZF...,GREECE,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.1225
26861...ZF...,HONDURAS,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.97
94461...ZF...,HUNGARY,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.085
17661...ZF...,ICELAND,2002,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,5.2325
17861...ZF...,IRELAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.01
13661B..ZF...,ITALY,2002,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,4.48364
13661...ZF...,ITALY,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.03583
15861...ZF...,JAPAN,2002,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.25
54261...ZF...,"KOREA, REPUBLIC OF",2002,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,6.4675
94161...ZF...,LATVIA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.40833
94661...ZF...,LITHUANIA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.0625
13761...ZF...,LUXEMBOURG,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.7025
54861...ZF...,MALAYSIA,2002,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,3.46733
18161...ZF...,MALTA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.81917
27361...ZF...,MEXICO,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,10.125
68661A..ZF...,MOROCCO,2002,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,5.595
68661...ZF...,MOROCCO,2002,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,6.95
51861...ZF...,MYANMAR,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.855
55861...ZF...,NEPAL,2002,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,8.25
13861...ZF...,NETHERLANDS,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.88917
35361...ZF...,NETHERLANDS ANTILLES,2002,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,8.20083
19661...ZF...,NEW ZEALAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.27767
14261...ZF...,NORWAY,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.3275
56461...ZF...,PAKISTAN,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.92874
56661...ZF...,PHILIPPINES,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.68767
96461...ZF...,POLAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,7.35583
18261...ZF...,PORTUGAL,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.00667
86261...ZF...,SAMOA,2002,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2002,GOVERNMENT BOND RATE,PERCENT PER ANNU,8.25
93661...ZF...,SLOVAK REPUBLIC,2002,GOVT.BOND YIELD,PERCENT PER ANNU,6.935
81361...ZF...,SOLOMON ISLANDS,2002,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,6.95154
19961...ZF...,SOUTH AFRICA,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.5008
18461...ZF...,SPAIN,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.95833
14461...ZF...,SWEDEN,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.30333
14661...ZF...,SWITZERLAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,2.4
57861...ZF...,THAILAND,2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.79504
11261A..ZF...,UNITED KINGDOM,2002,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.82333
11261...ZF...,UNITED KINGDOM,2002,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,4.915
11161A..ZF...,UNITED STATES,2002,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,3.1
11161...ZF...,UNITED STATES,2002,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.61083
84661...ZF...,VANUATU,2002,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2002,GOVERNMENT BOND YIELD,PERCENT PER ANNU,38.5083
91161...ZF...,ARMENIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,15.7142
19361A..ZF...,AUSTRALIA,2003,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,4.89708
19361...ZF...,AUSTRALIA,2003,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.35875
12261...ZF...,AUSTRIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.15333
12461...ZF...,BELGIUM,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.18083
61661...ZF...,BOTSWANA,2003,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,10.4643
91861...ZF...,BULGARIA,2003,GOVERNMENT BOND YEILD,PERCENT PER ANNU,6.44667
15661A..ZF...,CANADA,2003,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,3.87583
15661...ZF...,CANADA,2003,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.27833
42361...ZF...,CYPRUS,2003,GOVT. BOND YIELD,PERCENT PER ANNU,4.74333
93561...ZF...,CZECH REPUBLIC,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.82
12861A..ZF...,DENMARK,2003,MORTGAGE BOND YIELD,PERCENT PER ANNU,5.16
12861...ZF...,DENMARK,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.30833
93961...ZF...,ESTONIA,2003,LONG-TERM LOAN RATE,PERCENT PER ANNU,5.24583
64461...ZF...,ETHIOPIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.05
16361...ZF...,EURO AREA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.16086
81961...ZF...,FIJI,2003,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,3.26958
17261...ZF...,FINLAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.13417
13261...ZF...,FRANCE,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.13
13461...ZF...,GERMANY,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.07083
17461...ZF...,GREECE,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.2675
26861...ZF...,HONDURAS,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.2592
94461...ZF...,HUNGARY,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.82333
17661...ZF...,ICELAND,2003,GOVERNMENT BOND YIELD - 10 YEAR IND.,PERCENT PER ANNU,4.41417
17861...ZF...,IRELAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.1325
13661B..ZF...,ITALY,2003,GOVT BOND YIELD: MEDIUM-TERM,PERCENT PER ANNU,3.35935
13661...ZF...,ITALY,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.2475
15861...ZF...,JAPAN,2003,GOVENMENT BOND YIELD,PERCENT PER ANNU,1.01167
54261...ZF...,"KOREA, REPUBLIC OF",2003,"YLD.ON NAT'L HOUSING BONDS,1&2",PERCENT PER ANNU,4.92833
94161...ZF...,LATVIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.90083
94661...ZF...,LITHUANIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.32167
13761...ZF...,LUXEMBOURG,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.03083
54861...ZF...,MALAYSIA,2003,GOVERNMENT BONDS 5 YEARS,PERCENT PER ANNU,3.59833
18161...ZF...,MALTA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.04167
27361...ZF...,MEXICO,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.98167
68661A..ZF...,MOROCCO,2003,5 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,4.7825
68661...ZF...,MOROCCO,2003,15 YEAR TREASURY BOND YIELD,PERCENT PER ANNU,6.16
51861...ZF...,MYANMAR,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9
72861...ZF...,NAMIBIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,12.7188
55861...ZF...,NEPAL,2003,GOVT. SECURITIES DEV.-BONDS,PERCENT PER ANNU,7.5
13861...ZF...,NETHERLANDS,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.1225
35361...ZF...,NETHERLANDS ANTILLES,2003,GOVT.BONDS YIELD(MEDIUM&LONG),PERCENT PER ANNU,6.715
19661...ZF...,NEW ZEALAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.51466
14261...ZF...,NORWAY,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.50167
56461...ZF...,PAKISTAN,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.40751
56661...ZF...,PHILIPPINES,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.715
96461...ZF...,POLAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,5.7775
18261...ZF...,PORTUGAL,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.17833
86261...ZF...,SAMOA,2003,GOVERNMENT BOND YIELD (7 YRS),PERCENT PER ANNU,13.5
71861...ZF...,SEYCHELLES,2003,GOVERNMENT BOND RATE,PERCENT PER ANNU,5.96
93661...ZF...,SLOVAK REPUBLIC,2003,GOVT.BOND YIELD,PERCENT PER ANNU,4.98583
96161...ZF...,SLOVENIA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,6.40167
81361...ZF...,SOLOMON ISLANDS,2003,COUPON RATE ON L.T.DEVELPT BONDS,PERCENT PER ANNU,6.95154
19961...ZF...,SOUTH AFRICA,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,9.61583
18461...ZF...,SPAIN,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.12417
14461...ZF...,SWEDEN,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.63833
14661...ZF...,SWITZERLAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,2.78
57861...ZF...,THAILAND,2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.45428
11261A..ZF...,UNITED KINGDOM,2003,GOVT BOND YIELD: SHORT-TERM,PERCENT PER ANNU,4.24
11261...ZF...,UNITED KINGDOM,2003,GOVT BOND YIELD: LONG-TERM,PERCENT PER ANNU,4.57833
11161A..ZF...,UNITED STATES,2003,GOVT BOND YIELD: 3 YEAR,PERCENT PER ANNU,2.10667
11161...ZF...,UNITED STATES,2003,GOVT BOND YIELD: 10 YEAR,PERCENT PER ANNU,4.015
84661...ZF...,VANUATU,2003,GOVT. BOND YIELD RATE,PERCENT PER ANNU,8.5
29961...ZF...,"VENEZUELA, REP. BOL.",2003,GOVERNMENT BOND YIELD,PERCENT PER ANNU,32.1525
91161...ZF...,ARMENIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.20862
19361A..ZF...,AUSTRALIA,2004,TREASURY BONDS: 3 YEARS,PERCENT PER ANNU,5.30042
19361...ZF...,AUSTRALIA,2004,TREASURY BONDS: 15 YEARS,PERCENT PER ANNU,5.60958
12261...ZF...,AUSTRIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.15083
12461...ZF...,BELGIUM,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.1525
61661...ZF...,BOTSWANA,2004,GOV. BONDS: 10 YEARS,PERCENT PER ANNU,10.0667
91861...ZF...,BULGARIA,2004,GOVERNMENT BOND YEILD,PERCENT PER ANNU,5.36
15661A..ZF...,CANADA,2004,GOVT BOND YIELD 3-5 YEARS,PERCENT PER ANNU,3.665
15661...ZF...,CANADA,2004,GOVERNMENT BOND YIELD > 10 YRS.,PERCENT PER ANNU,5.08083
42361...ZF...,CYPRUS,2004,GOVT. BOND YIELD,PERCENT PER ANNU,5.7975
93561...ZF...,CZECH REPUBLIC,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.05
12861A..ZF...,DENMARK,2004,MORTGAGE BOND YIELD,PERCENT PER ANNU,5.0075
12861...ZF...,DENMARK,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.305
93961...ZF...,ESTONIA,2004,LONG-TERM LOAN RATE,PERCENT PER ANNU,4.38833
64461...ZF...,ETHIOPIA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,3.91488
16361...ZF...,EURO AREA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.14079
81961...ZF...,FIJI,2004,AVG SHT TRM GOVT BONDS RATE,PERCENT PER ANNU,2.56348
17261...ZF...,FINLAND,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.11
13261...ZF...,FRANCE,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.09833
13461...ZF...,GERMANY,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.03667
65261...ZF...,GHANA,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,21.5
17461...ZF...,GREECE,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,4.25583
26861...ZF...,HONDURAS,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,11.6717
94461...ZF...,HUNGARY,2004,GOVERNMENT BOND YIELD,PERCENT PER ANNU,8.18917
